nfl_player_id,nfl_last_name,nfl_player_name,nfl_full_name,nfl_first_name,nfl_position,first_season,nfl_height,nfl_weight,nfl_forty,nfl_bench,nfl_vertical,nfl_broad_jump,nfl_cone,nfl_shuttle,epa_per_play_career,target_share_career,ppr_points_career,ppr_ppg_career,epa_per_play_year_1,target_share_year_1,ppr_points_year_1,ppr_ppg_year_1,epa_per_play_year_2,target_share_year_2,ppr_points_year_2,ppr_ppg_year_2,epa_per_play_first_2,target_share_first_2,ppr_points_first_2,ppr_ppg_first_2,epa_per_play_first_3,target_share_first_3,ppr_points_first_3,ppr_ppg_first_3,epa_per_play_first_4,target_share_first_4,ppr_points_first_4,ppr_ppg_first_4,top_5_finishes,top_12_finishes,top_24_finishes,top_36_finishes
00-0036877,Darden,NA,Jaelon Darden,Jaelon,WR,2021,5-7,174,4.47,NA,35.5,122,6.66,3.98,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036879,Ehlinger,NA,Sam Ehlinger,Samuel,QB,2021,6-1,220,4.84,NA,36.5,114,7.15,4.44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036887,Farrell,L.Farrell,Luke Farrell,Luke,TE,2021,6-5,251,4.79,22,36.5,118,7.14,4.36,0,0.026501766784452298,28.5,1.7222222222222223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.026501766784452298,28.5,1.7222222222222223,0,0.026501766784452298,28.5,1.7222222222222223,NA,NA,NA,NA
00-0036893,Harris,N.Harris,Najee Harris,Najee,RB,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07112068965517242,171.20000000000002,9.200000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07112068965517242,171.20000000000002,9.200000000000001,0,0.07112068965517242,171.20000000000002,9.200000000000001,0,0,0,1
00-0036894,Freiermuth,P.Freiermuth,Pat Freiermuth,Pat,TE,2021,6-5,251,NA,26,NA,NA,NA,NA,0,0.09698275862068965,72.7,4.2700000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09698275862068965,72.7,4.2700000000000005,0,0.09698275862068965,72.7,4.2700000000000005,0,0,0,1
00-0036898,Mills,D.Mills,Davis Mills,Davis,QB,2021,6-3,217,4.82,NA,32,110,6.95,4.4,-5.029577498353319,0,17.82,3.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.029577498353319,0,17.82,3.564,-5.029577498353319,0,17.82,3.564,NA,NA,NA,NA
00-0036900,Chase,J.Chase,Ja'Marr Chase,Ja'Marr,WR,2021,6-0,201,4.34,NA,41,132,6.96,3.99,-2.102857018588111,0.24645390070921985,256.82,10.721333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.102857018588111,0.24645390070921985,256.82,10.721333333333336,-2.102857018588111,0.24645390070921985,256.82,10.721333333333336,0,1,1,1
00-0036906,Herbert,K.Herbert,Khalil Herbert,Khalil,RB,2021,5-8,210,4.46,22,33,115,6.96,4.31,0,0.06290672451193059,106.4,8.036363636363637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06290672451193059,106.4,8.036363636363637,0,0.06290672451193059,106.4,8.036363636363637,0,0,0,1
00-0036910,Saunders,NA,C.J. Saunders,Charles,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036912,Smith,D.Smith,DeVonta Smith,DeVonta,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22764227642276422,227.6,9.162500000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22764227642276422,227.6,9.162500000000001,0,0.22764227642276422,227.6,9.162500000000001,0,0,1,1
00-0036913,Toney,K.Toney,Kadarius Toney,Kadarius,WR,2021,5-11,193,4.39,9,39.5,136,6.88,4.25,-0.4460934295784682,0.06666666666666667,53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4460934295784682,0.06666666666666667,53,2,-0.4460934295784682,0.06666666666666667,53,2,0,0,0,0
00-0036918,Harris,NA,Jacob Harris,Jacob,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036919,Gainwell,K.Gainwell,Kenneth Gainwell,Kenneth,RB,2021,NA,201,4.42,21,NA,NA,NA,NA,1.2345058486098424,0.07317073170731707,91.18,4.078666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2345058486098424,0.07317073170731707,91.18,4.078666666666667,1.2345058486098424,0.07317073170731707,91.18,4.078666666666667,0,0,0,0
00-0036924,Carter,M.Carter,Michael Carter,Michael,RB,2021,5-7,201,4.5,16,34,119,6.81,3.98,0,0.05675146771037182,55.9,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05675146771037182,55.9,2.35,0,0.05675146771037182,55.9,2.35,0,0,0,0
00-0036928,Trask,K.Trask,Kyle Trask,Kyle,QB,2021,6-5,236,5.1,NA,31.5,113,7.08,4.6,-1.8803028730234743,0,-0.1,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8803028730234743,0,-0.1,-0.05,-1.8803028730234743,0,-0.1,-0.05,NA,NA,NA,NA
00-0036929,Book,NA,Ian Book,Ian,QB,2021,6-0,211,4.65,NA,32.5,115,6.99,4.19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036936,Moore,R.Moore,Rondale Moore,Rondale,WR,2021,5-7,180,4.28,NA,42.5,NA,6.65,4.06,0,0.11154598825831702,97.4,3.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11154598825831702,97.4,3.8375,0,0.11154598825831702,97.4,3.8375,0,0,0,0
00-0036939,Baker,NA,Kawaan Baker,Kawaan,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036945,Fields,J.Fields,Justin Fields,Justin,QB,2021,6-2,227,4.45,NA,NA,NA,NA,NA,-35.00323802454259,0,221.56,18.463333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.00323802454259,0,221.56,18.463333333333335,-35.00323802454259,0,221.56,18.463333333333335,0,1,1,1
00-0036946,Mond,NA,Kellen Mond,Kellen,QB,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036950,Williams,NA,Avery Williams,Avery,RB,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036951,Darby,NA,Frank Darby,Frank,WR,2021,6-0,201,4.56,19,34.5,117,7.05,4.25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036955,Marshall,T.Marshall,Terrace Marshall,Terrace,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06201550387596899,31.400000000000002,1.9142857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06201550387596899,31.400000000000002,1.9142857142857144,0,0.06201550387596899,31.400000000000002,1.9142857142857144,NA,NA,NA,NA
00-0036959,Bandy,NA,Michael Bandy,Michael,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0036963,St. Brown,A.St. Brown,Amon-Ra St. Brown,Amon-Ra,WR,2021,5-11,197,4.51,20,38.5,127,6.88,4.17,-1.9745741735678166,0.283609576427256,303.5,12.766666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9745741735678166,0.283609576427256,303.5,12.766666666666667,-1.9745741735678166,0.283609576427256,303.5,12.766666666666667,1,1,1,1
00-0036970,Pitts,K.Pitts,Kyle Pitts,Kyle,TE,2021,6-5,245,4.44,22,33.5,129,7.12,4.3,0,0.18354430379746836,132.6,5.1000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18354430379746836,132.6,5.1000000000000005,0,0.18354430379746836,132.6,5.1000000000000005,0,0,1,1
00-0036971,Lawrence,T.Lawrence,Trevor Lawrence,Trevor,QB,2021,6-5,213,NA,NA,NA,NA,NA,NA,-0.8725471185410067,0,246.34,16.422666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8725471185410067,0,246.34,16.422666666666668,-0.8725471185410067,0,246.34,16.422666666666668,0,0,1,1
00-0036972,Jones,M.Jones,Mac Jones,Michael,QB,2021,6-2,217,4.72,NA,32,116,7.04,4.39,-53.75460128159115,0,106.4,9.672727272727274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.75460128159115,0,106.4,9.672727272727274,-53.75460128159115,0,106.4,9.672727272727274,0,0,0,1
00-0036973,Etienne,T.Etienne,Travis Etienne,Travis,RB,2021,5-10,215,4.45,18,33.5,128,NA,NA,0,0.11837455830388692,268.7,13.481250000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11837455830388692,268.7,13.481250000000001,0,0.11837455830388692,268.7,13.481250000000001,0,1,1,1
00-0036980,Moore,E.Moore,Elijah Moore,Elijah,WR,2021,NA,NA,4.35,17,36,121,6.63,4.07,0,0.18181818181818182,132.1,4.5687500000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18181818181818182,132.1,4.5687500000000005,0,0.18181818181818182,132.1,4.5687500000000005,0,0,0,0
00-0036984,Sermon,T.Sermon,Trey Sermon,Trey,RB,2021,6-0,215,4.57,NA,37,125,6.83,4.28,0,0.011472275334608031,20.3,2.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011472275334608031,20.3,2.1625,0,0.011472275334608031,20.3,2.1625,NA,NA,NA,NA
00-0036988,Palmer,J.Palmer,Josh Palmer,Josh,WR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08963093145869948,95.7,7.077777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08963093145869948,95.7,7.077777777777778,0,0.08963093145869948,95.7,7.077777777777778,NA,NA,NA,NA
00-0036991,Rodgers,A.Rodgers,Amari Rodgers,Amari,WR,2021,5-9,212,4.52,19,33,121,7.07,4.31,0,0.0038240917782026767,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0038240917782026767,0,0,0,0.0038240917782026767,0,0,NA,NA,NA,NA
00-0036997,Williams,J.Williams,Javonte Williams,Javonte,RB,2021,5-9,212,4.55,22,36,123,6.97,4.09,0,0.1101123595505618,158.70000000000002,7.913333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1101123595505618,158.70000000000002,7.913333333333333,0,0.1101123595505618,158.70000000000002,7.913333333333333,0,0,0,1
00-0036999,Schwartz,NA,Anthony Schwartz,Anthony,WR,2021,6-0,186,4.27,NA,32,123,7.13,4.25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037004,Long,NA,Hunter Long,Hunter,TE,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037005,Tremble,T.Tremble,Tommy Tremble,Tommy,TE,2021,6-3,241,4.6,20,36.5,122,NA,NA,0,0.05813953488372093,57.300000000000004,3.0250000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05813953488372093,57.300000000000004,3.0250000000000004,0,0.05813953488372093,57.300000000000004,3.0250000000000004,0,0,0,1
00-0037011,McKitty,NA,Tre' McKitty,Tre',TE,2021,6-4,247,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037012,Lance,NA,Trey Lance,Trey,QB,2021,6-3,224,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037013,Wilson,Z.Wilson,Zach Wilson,Zachary,QB,2021,6-2,214,NA,NA,NA,NA,NA,NA,-101.30015159158766,0,119.94,9.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.30015159158766,0,119.94,9.995,-101.30015159158766,0,119.94,9.995,0,0,0,1
00-0037015,Cannella,NA,Sal Cannella,Sal,TE,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037020,Seikovits,NA,Bernhard Seikovits,Bernhard,TE,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037022,Jacobson,NA,Michael Jacobson,Michael,TE,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037031,Kalinic,NA,Nikola Kalinic,Nikola,TE,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037039,Allen,NA,Devon Allen,Devon,WR,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0037055,McCutcheon,NA,Lance McCutcheon,Lance,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037068,Perry,NA,E.J. Perry,Ernest,QB,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037077,Howell,S.Howell,Sam Howell,Sam,QB,2022,6-1,218,NA,NA,NA,NA,NA,NA,-96.83854369987868,0,250.12,15.6325,NA,NA,NA,NA,-96.83854369987868,0,250.12,15.6325,-96.83854369987868,0,250.12,15.6325,-96.83854369987868,0,250.12,15.6325,-96.83854369987868,0,250.12,15.6325,0,0,1,1
00-0037078,Turner,C.Turner,Cole Turner,Cole,TE,2022,6-6,246,4.76,17,27,120,7.06,4.41,0,0.02617801047120419,23,1.7142857142857142,NA,NA,NA,NA,0,0.02617801047120419,23,1.7142857142857142,0,0.02617801047120419,23,1.7142857142857142,0,0.02617801047120419,23,1.7142857142857142,0,0.02617801047120419,23,1.7142857142857142,NA,NA,NA,NA
00-0037085,Badie,NA,Tyler Badie,Tyler,RB,2022,5-8,197,4.45,NA,33.5,121,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037086,Calcaterra,G.Calcaterra,Grant Calcaterra,Grant,TE,2022,6-4,241,4.62,20,NA,NA,NA,NA,0,0.0040650406504065045,4.1,2.1,NA,NA,NA,NA,0,0.0040650406504065045,4.1,2.1,0,0.0040650406504065045,4.1,2.1,0,0.0040650406504065045,4.1,2.1,0,0.0040650406504065045,4.1,2.1,NA,NA,NA,NA
00-0037087,Ebner,NA,Trestan Ebner,Trestan,RB,2022,5-11,206,4.43,NA,30,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037091,Melton,B.Melton,Bo Melton,Bo,WR,2022,5-11,189,4.34,NA,38,121,6.98,NA,0,0.03213610586011342,33.300000000000004,7.433333333333334,NA,NA,NA,NA,0,0.03213610586011342,33.300000000000004,7.433333333333334,0,0.03213610586011342,33.300000000000004,7.433333333333334,0,0.03213610586011342,33.300000000000004,7.433333333333334,0,0.03213610586011342,33.300000000000004,7.433333333333334,NA,NA,NA,NA
00-0037093,Young,NA,Dareke Young,Dareke,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037098,Toure,S.Toure,Samori Toure,Samori,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0.034026465028355386,17.8,1.225,NA,NA,NA,NA,0,0.034026465028355386,17.8,1.225,0,0.034026465028355386,17.8,1.225,0,0.034026465028355386,17.8,1.225,0,0.034026465028355386,17.8,1.225,NA,NA,NA,NA
00-0037112,Tonges,NA,Jake Tonges,Jake,TE,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037120,Goodson,T.Goodson,Tyler Goodson,Tyler,RB,2022,5-9,197,4.42,NA,36.5,123,NA,NA,0,0.01338432122370937,18.1,2.42,NA,NA,NA,NA,0,0.01338432122370937,18.1,2.42,0,0.01338432122370937,18.1,2.42,0,0.01338432122370937,18.1,2.42,0,0.01338432122370937,18.1,2.42,NA,NA,NA,NA
00-0037131,Brooks,NA,Kennedy Brooks,Kennedy,RB,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037132,Covey,B.Covey,Britain Covey,Britain,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0020325203252032522,1.7000000000000002,0.7000000000000001,NA,NA,NA,NA,0,0.0020325203252032522,1.7000000000000002,0.7000000000000001,0,0.0020325203252032522,1.7000000000000002,0.7000000000000001,0,0.0020325203252032522,1.7000000000000002,0.7000000000000001,0,0.0020325203252032522,1.7000000000000002,0.7000000000000001,NA,NA,NA,NA
00-0037156,Charles,NA,Irvin Charles,Irvin,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037157,Knight,Z.Knight,Bam Knight,Zonovan,RB,2022,5-11,209,4.58,NA,31,114,NA,NA,0,0.001841620626151013,3.1,1.05,NA,NA,NA,NA,0,0.001841620626151013,3.1,1.05,0,0.001841620626151013,3.1,1.05,0,0.001841620626151013,3.1,1.05,0,0.001841620626151013,3.1,1.05,NA,NA,NA,NA
00-0037164,Hodges,NA,Curtis Hodges,Curtis,TE,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037168,Rogers,NA,Armani Rogers,Armani,TE,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037172,McGowan,NA,Kyric McGowan,Kyric,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037173,Bolden,NA,Slade Bolden,Slade,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037174,Bridges,NA,Shemar Bridges,Shemar,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037175,Brown,NA,Anthony Brown,Anthony,QB,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037185,Webb,NA,Raleigh Webb,Raleigh,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037197,Pacheco,I.Pacheco,Isiah Pacheco,Isiah,RB,2022,5-10,216,4.37,NA,33,118,NA,NA,0,0.08596491228070176,213.9,12.135714285714286,NA,NA,NA,NA,0,0.08596491228070176,213.9,12.135714285714286,0,0.08596491228070176,213.9,12.135714285714286,0,0.08596491228070176,213.9,12.135714285714286,0,0.08596491228070176,213.9,12.135714285714286,0,1,1,1
00-0037210,Ealy,NA,Jerrion Ealy,Jerrion,RB,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037216,Ross,J.Ross,Justyn Ross,Justyn,WR,2022,6-4,205,NA,11,NA,NA,NA,NA,0,0.012280701754385965,7.6000000000000005,0.9000000000000001,NA,NA,NA,NA,0,0.012280701754385965,7.6000000000000005,0.9000000000000001,0,0.012280701754385965,7.6000000000000005,0.9000000000000001,0,0.012280701754385965,7.6000000000000005,0.9000000000000001,0,0.012280701754385965,7.6000000000000005,0.9000000000000001,NA,NA,NA,NA
00-0037228,Warren,J.Warren,Jaylen Warren,Jaylen,RB,2022,5-8,204,4.55,NA,31.5,119,NA,NA,0,0.14870689655172414,188.4,8.275,NA,NA,NA,NA,0,0.14870689655172414,188.4,8.275,0,0.14870689655172414,188.4,8.275,0,0.14870689655172414,188.4,8.275,0,0.14870689655172414,188.4,8.275,0,0,0,1
00-0037231,Austin,NA,Kevin Austin,Kevin,WR,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037233,Prince,NA,Gerrit Prince,Gerrit,TE,2022,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
00-0037238,London,D.London,Drake London,Drake,WR,2022,6-4,219,NA,NA,NA,NA,NA,NA,1.8440146018983796,0.21308016877637131,166.28,6.752,NA,NA,NA,NA,1.8440146018983796,0.21308016877637131,166.28,6.752,1.8440146018983796,0.21308016877637131,166.28,6.752,1.8440146018983796,0.21308016877637131,166.28,6.752,1.8440146018983796,0.21308016877637131,166.28,6.752,0,0,0,0
00-0037239,Olave,C.Olave,Chris Olave,Chris,WR,2022,6-0,187,4.39,NA,32,124,NA,NA,0,0.24368231046931407,216.7,8.846666666666668,NA,NA,NA,NA,0,0.24368231046931407,216.7,8.846666666666668,0,0.24368231046931407,216.7,8.846666666666668,0,0.24368231046931407,216.7,8.846666666666668,0,0.24368231046931407,216.7,8.846666666666668,0,0,1,1
00-0037240,Williams,J.Williams,Jameson Williams,Jameson,WR,2022,6-2,179,NA,NA,NA,NA,NA,NA,0,0.07734806629834254,80.3,4.691666666666667,NA,NA,NA,NA,0,0.07734806629834254,80.3,4.691666666666667,0,0.07734806629834254,80.3,4.691666666666667,0,0.07734806629834254,80.3,4.691666666666667,0,0.07734806629834254,80.3,4.691666666666667,0,0,0,0
00-0037247,Pickens,G.Pickens,George Pickens,George,WR,2022,6-3,195,4.47,NA,33,125,NA,NA,0,0.22844827586206898,208.5,9.09375,NA,NA,NA,NA,0,0.22844827586206898,208.5,9.09375,0,0.22844827586206898,208.5,9.09375,0,0.22844827586206898,208.5,9.09375,0,0.22844827586206898,208.5,9.09375,0,0,0,1
00-0037248,Cook,J.Cook,James Cook,James,RB,2022,5-11,199,4.42,NA,33,124,NA,NA,0,0.0984251968503937,224.5,11.46875,NA,NA,NA,NA,0,0.0984251968503937,224.5,11.46875,0,0.0984251968503937,224.5,11.46875,0,0.0984251968503937,224.5,11.46875,0,0.0984251968503937,224.5,11.46875,0,0,1,1
00-0037252,Dulcich,G.Dulcich,Greg Dulcich,Greg,TE,2022,6-4,243,4.69,16,34,122,7.05,4.37,0,0.008988764044943821,5.5,1.25,NA,NA,NA,NA,0,0.008988764044943821,5.5,1.25,0,0.008988764044943821,5.5,1.25,0,0.008988764044943821,5.5,1.25,0,0.008988764044943821,5.5,1.25,NA,NA,NA,NA
00-0037256,White,R.White,Rachaad White,Rachaad,RB,2022,6-0,214,4.48,NA,38,125,NA,NA,0,0.12716763005780346,254.6,12.1625,NA,NA,NA,NA,0,0.12716763005780346,254.6,12.1625,0,0.12716763005780346,254.6,12.1625,0,0.12716763005780346,254.6,12.1625,0,0.12716763005780346,254.6,12.1625,0,1,1,1
00-0037257,Bell,D.Bell,David Bell,David,WR,2022,6-1,212,4.65,NA,33,118,7.14,4.57,0,0.033216783216783216,25.900000000000002,1.9875000000000003,NA,NA,NA,NA,0,0.033216783216783216,25.900000000000002,1.9875000000000003,0,0.033216783216783216,25.900000000000002,1.9875000000000003,0,0.033216783216783216,25.900000000000002,1.9875000000000003,0,0.033216783216783216,25.900000000000002,1.9875000000000003,NA,NA,NA,NA
00-0037258,Pierce,D.Pierce,Dameon Pierce,Dameon,RB,2022,5-10,218,4.59,21,34.5,119,NA,NA,0,0.03148148148148148,82.7,5.361538461538462,NA,NA,NA,NA,0,0.03148148148148148,82.7,5.361538461538462,0,0.03148148148148148,82.7,5.361538461538462,0,0.03148148148148148,82.7,5.361538461538462,0,0.03148148148148148,82.7,5.361538461538462,0,0,0,0
00-0037261,Shakir,K.Shakir,Khalil Shakir,Khalil,WR,2022,6-0,196,4.43,NA,34.5,124,7.28,4.21,0,0.07677165354330709,96.6,4.24,NA,NA,NA,NA,0,0.07677165354330709,96.6,4.24,0,0.07677165354330709,96.6,4.24,0,0.07677165354330709,96.6,4.24,0,0.07677165354330709,96.6,4.24,0,0,0,0
00-0037263,Allgeier,T.Allgeier,Tyler Allgeier,Tyler,RB,2022,5-11,224,4.6,NA,33,120,NA,NA,0,0.04219409282700422,131.20000000000002,7.2625,NA,NA,NA,NA,0,0.04219409282700422,131.20000000000002,7.2625,0,0.04219409282700422,131.20000000000002,7.2625,0,0.04219409282700422,131.20000000000002,7.2625,0,0.04219409282700422,131.20000000000002,7.2625,0,0,0,0
