athlete_id,player_id,Name,Team,Conference,Eligibility,Year.Out.Of.HS,Recruit.Stars,Height,Weight,Pos
4429247,"Jaylon Barden, Pittsburgh, WR",Jaylon Barden,Pittsburgh,ACC,2023,2,3,71,170,WR
4240034,"D.J. Matthews, Indiana, WR",D.J. Matthews,Indiana,Big Ten,2022,5,4,71,160,WR
4360652,"Deion Smith, Colorado, RB",Deion Smith,Colorado,Pac-12,2022,4,3,72,190,RB
4431479,"Ricky White, Michigan State, WR",Ricky White,Michigan State,Big Ten,2023,2,3,73,175,WR
4570200,"Jack Bradley, Rice, TE",Jack Bradley,Rice,Conference USA,2022,3,3,77,244,TE
4039300,"D'Eriq King, Miami, QB",D'Eriq King,Miami,ACC,2022,6,3,71,195,QB
4431209,"Dacari Collins, Clemson, WR",Dacari Collins,Clemson,ACC,2024,1,4,77,200,WR
4047555,"Jalen Williams, Louisiana, WR",Jalen Williams,Louisiana,Sun Belt,2022,6,NA,75,218,WR
4692835,"Jalen Brooks, South Carolina, WR",Jalen Brooks,South Carolina,SEC,2023,2,NA,75,190,WR
4427344,"Chase Griffin, UCLA, QB",Chase Griffin,UCLA,Pac-12,2022,3,3,71,184,QB
4427694,"Casey Kelly, Ole Miss, QB",Casey Kelly,Ole Miss,SEC,2022,1,3,75,240,QB
4363554,"Thomas Odukoya, Eastern Michigan, TE",Thomas Odukoya,Eastern Michigan,Mid-American,2022,6,2,78,258,TE
4577516,"Cavon Croom, Bowling Green, WR",Cavon Croom,Bowling Green,Mid-American,2022,5,NA,72,190,WR
4430100,"Larry McCammon III, Florida Atlantic, RB",Larry McCammon III,Florida Atlantic,Conference USA,2022,3,3,71,205,RB
4432705,"Bryson Green, Oklahoma State, WR",Bryson Green,Oklahoma State,Big 12,2024,1,3,74,215,WR
4255951,"Caleb Phillips, Hawai'i, TE",Caleb Phillips,Hawai'i,Mountain West,2022,5,2,77,231,TE
4248558,"Jason Brown, South Carolina, QB",Jason Brown,South Carolina,SEC,2024,1,NA,76,230,QB
4568613,"Tayvon Ruley, Temple, RB",Tayvon Ruley,Temple,American Athletic,2022,5,NA,72,215,RB
4574730,"Isaiah Washington, Rutgers, WR",Isaiah Washington,Rutgers,Big Ten,2022,3,3,75,201,WR
4039482,"Mitchell Brinkman, South Florida, TE",Mitchell Brinkman,South Florida,American Athletic,2022,6,2,76,250,TE
4697741,"Jalen John, Arizona, RB",Jalen John,Arizona,Pac-12,2023,2,3,71,222,RB
4432439,"Nate Muersch, Miami (OH), WR",Nate Muersch,Miami (OH),Mid-American,2023,1,3,77,220,WR
4428763,"Dayton Wade, Western Kentucky, WR",Dayton Wade,Western Kentucky,Conference USA,2022,3,3,70,175,WR
4429435,"Brady Cook, Missouri, QB",Brady Cook,Missouri,SEC,2023,2,3,74,207,QB
4374267,"Shaun Peterson Jr., Florida International, RB",Shaun Peterson Jr.,Florida International,Conference USA,2022,4,3,75,215,RB
4433951,"Jaquez Yant, Nebraska, RB",Jaquez Yant,Nebraska,Big Ten,2023,2,NA,74,225,RB
4428580,"Tyler Stephens, Buffalo, TE",Tyler Stephens,Buffalo,Mid-American,2022,3,3,78,230,TE
4608450,"Taylor Thompson, Charlotte, TE",Taylor Thompson,Charlotte,Conference USA,2023,2,3,74,220,TE
4576788,"Andre Johnson, Arizona State, WR",Andre Johnson,Arizona State,Pac-12,2022,3,3,75,205,WR
4360609,"Malcom Davidson, Florida Atlantic, RB",Malcom Davidson,Florida Atlantic,Conference USA,2022,4,3,70,220,RB
4360993,"Jordan Smith, Temple, WR",Jordan Smith,Temple,American Athletic,2022,4,3,77,220,WR
4427486,"Micah Hilts, Texas State, WR",Micah Hilts,Texas State,Sun Belt,2022,1,2,77,225,WR
4243534,"Emmanuel Logan-Greene, New Mexico, WR",Emmanuel Logan-Greene,New Mexico,Mountain West,2022,6,NA,68,160,WR
4570466,"Juan Rodriguez, Fresno State, TE",Juan Rodriguez,Fresno State,Mountain West,2022,5,3,74,250,TE
4576297,"A.J. Barner, Indiana, TE",A.J. Barner,Indiana,Big Ten,2023,2,3,78,245,TE
4362934,"Samuel Wheeler, Kansas State, TE",Samuel Wheeler,Kansas State,Big 12,2022,3,NA,76,230,TE
4248836,"Davis Koetter, Boise State, WR",Davis Koetter,Boise State,Mountain West,2024,1,NA,74,198,WR
4239821,"Lucious Stanley, UAB, RB",Lucious Stanley,UAB,Conference USA,2022,5,NA,72,215,RB
4240902,"Hezekiah Jones, Texas A&M, WR",Hezekiah Jones,Texas A&M,SEC,2022,5,4,71,180,WR
4566195,"Marshall Lang, Northwestern, TE",Marshall Lang,Northwestern,Big Ten,2023,2,3,76,235,TE
4360761,"Michael Wilson, Stanford, WR",Michael Wilson,Stanford,Pac-12,2022,4,4,74,210,WR
4570417,"Garrett Miller, Purdue, TE",Garrett Miller,Purdue,Big Ten,2022,3,3,77,255,TE
4575436,"Davion Ervin-Poindexter, Indiana, RB",Davion Ervin-Poindexter,Indiana,Big Ten,2022,3,NA,71,190,RB
4360974,"Kadas Reams, Temple, WR",Kadas Reams,Temple,American Athletic,2022,4,3,74,175,WR
4427821,"Torry Locklin, Kansas, QB",Torry Locklin,Kansas,Big 12,2022,4,3,74,210,QB
4052788,"Eric Collins, UMass, WR",Eric Collins,UMass,FBS Independents,2022,5,NA,69,180,WR
4430905,"Jadon Thompson, Cincinnati, WR",Jadon Thompson,Cincinnati,American Athletic,2023,2,4,74,170,WR
4429501,"Re'Mahn Davis, Vanderbilt, RB",Re'Mahn Davis,Vanderbilt,SEC,2022,3,3,69,215,RB
4433935,"Ethan Wright, Cincinnati, RB",Ethan Wright,Cincinnati,American Athletic,2023,2,3,73,193,RB
4569325,"Dezmon Jackson, Oklahoma State, RB",Dezmon Jackson,Oklahoma State,Big 12,2022,5,2,71,222,RB
4429165,"Len'Neth Whitehead, Tennessee, RB",Len'Neth Whitehead,Tennessee,SEC,2023,2,4,74,225,RB
4250764,"Stone Smartt, Old Dominion, QB",Stone Smartt,Old Dominion,Conference USA,2022,5,2,76,220,QB
4256236,"Melvin Hill, UMass, WR",Melvin Hill,UMass,FBS Independents,2022,5,2,74,205,WR
4372548,"Brandon Robinson, Liberty, QB",Brandon Robinson,Liberty,FBS Independents,2022,1,NA,76,215,QB
4427846,"Khatib Lyles, North Texas, WR",Khatib Lyles,North Texas,Conference USA,2022,1,3,74,224,WR
4600597,"Montorie Foster, Michigan State, WR",Montorie Foster,Michigan State,Big Ten,2023,2,3,72,180,WR
4259242,"Carson Terrell, Utah State, TE",Carson Terrell,Utah State,Mountain West,2022,5,3,77,240,TE
4426567,"Raykwon Anderson, Appalachian State, RB",Raykwon Anderson,Appalachian State,Sun Belt,2022,2,3,69,180,RB
4686775,"Montana Lemonious-Craig, Colorado, WR",Montana Lemonious-Craig,Colorado,Pac-12,2023,2,3,74,185,WR
4569953,"Robert Downs III, New Mexico State, WR",Robert Downs III,New Mexico State,FBS Independents,2022,5,2,71,197,WR
4259984,"Isaiah Epps, Kentucky, WR",Isaiah Epps,Kentucky,SEC,2022,5,3,74,189,WR
4684083,"Tyler Phommachanh, Connecticut, QB",Tyler Phommachanh,Connecticut,American Athletic,2024,1,3,70,187,QB
4372541,"Caleb Chapman, Texas A&M, WR",Caleb Chapman,Texas A&M,SEC,2022,4,4,77,195,WR
4576218,"Sevion Morrison, Nebraska, RB",Sevion Morrison,Nebraska,Big Ten,2023,2,4,72,210,RB
4362876,"Demarcus Gregory, South Florida, WR",Demarcus Gregory,South Florida,American Athletic,2022,4,3,73,200,WR
4429173,"Bryce Farrell, Stanford, WR",Bryce Farrell,Stanford,Pac-12,2023,2,3,71,178,WR
4257255,"Drew Rosi, Toledo, TE",Drew Rosi,Toledo,Mid-American,2022,5,3,76,240,TE
4362983,"Tykee Ogle-Kellogg, UT San Antonio, WR",Tykee Ogle-Kellogg,UT San Antonio,Conference USA,2022,4,3,76,210,WR
4374306,"Markese Stepp, Nebraska, RB",Markese Stepp,Nebraska,Big Ten,2022,4,4,72,235,RB
4038741,"Kato Nelson, Akron, QB",Kato Nelson,Akron,Mid-American,2022,6,3,73,212,QB
4428140,"Kalani Norris, Georgia Tech, WR",Kalani Norris,Georgia Tech,ACC,2022,3,3,72,170,WR
4430254,"Jerjuan Newton, Toledo, WR",Jerjuan Newton,Toledo,Mid-American,2022,3,3,71,186,WR
4608606,"Tyson Mobley, Coastal Carolina, WR",Tyson Mobley,Coastal Carolina,Sun Belt,2023,2,2,72,170,WR
4689918,"Zach Rasmussen, Louisiana Monroe, TE",Zach Rasmussen,Louisiana Monroe,Sun Belt,2023,2,NA,76,224,TE
4362110,"Malcolm Epps, USC, TE",Malcolm Epps,USC,Pac-12,2022,4,4,78,245,TE
4686857,"Anthony Grimes, Akron, WR",Anthony Grimes,Akron,Mid-American,2023,2,NA,68,163,WR
4034860,"JD Spielman, TCU, WR",JD Spielman,TCU,Big 12,2022,6,3,69,167,WR
4239938,"CJ Lewis, Boston College, WR",CJ Lewis,Boston College,ACC,2022,5,3,75,216,WR
4360805,"Hassan Hall, Louisville, RB",Hassan Hall,Louisville,ACC,2022,4,3,72,204,RB
4431499,"Sieh Bangura, Ohio, RB",Sieh Bangura,Ohio,Mid-American,2024,1,3,NA,NA,RB
4372597,"Jamarye Joiner, Arizona, WR",Jamarye Joiner,Arizona,Pac-12,2022,4,3,73,214,WR
4258189,"Oliver Martin, Nebraska, WR",Oliver Martin,Nebraska,Big Ten,2022,5,4,73,200,WR
4429751,"DeMarcus Harris, Kentucky, WR",DeMarcus Harris,Kentucky,SEC,2022,3,3,73,183,WR
4428186,"Alex Padilla, Iowa, QB",Alex Padilla,Iowa,Big Ten,2022,3,3,73,197,QB
4432431,"Avery Morrow, Nevada, RB",Avery Morrow,Nevada,Mountain West,2023,2,3,71,215,RB
4259649,"Erik Krommenhoek, USC, TE",Erik Krommenhoek,USC,Pac-12,2022,5,3,77,260,TE
4430393,"Jutahn Mcclain, Kentucky, RB",Jutahn Mcclain,Kentucky,SEC,2023,2,3,69,187,RB
4361603,"Isaiah Spencer, Old Dominion, TE",Isaiah Spencer,Old Dominion,Conference USA,2022,4,2,77,215,TE
4605842,"Jhaylin Embry, Bowling Green, WR",Jhaylin Embry,Bowling Green,Mid-American,2023,2,2,72,180,WR
4431425,"Javon Swinton, Indiana, WR",Javon Swinton,Indiana,Big Ten,2023,2,3,74,187,WR
4037639,"Mykel Jones, Tulane, WR",Mykel Jones,Tulane,American Athletic,2022,6,4,71,190,WR
4240411,"Sharod Johnson, Syracuse, WR",Sharod Johnson,Syracuse,ACC,2022,5,3,71,182,WR
3125999,"Nate Becker, Miami (OH), TE",Nate Becker,Miami (OH),Mid-American,2022,6,NA,77,264,TE
4370065,"Remi Simmons, Central Michigan, WR",Remi Simmons,Central Michigan,Mid-American,2024,1,NA,NA,NA,WR
4429023,"MarShawn Lloyd, South Carolina, RB",MarShawn Lloyd,South Carolina,SEC,2023,2,4,69,210,RB
4373687,"Tyneil Hopper, Boise State, TE",Tyneil Hopper,Boise State,Mountain West,2022,4,3,74,246,TE
4277721,"Tyler Hunt, Michigan State, TE",Tyler Hunt,Michigan State,Big Ten,2022,4,NA,74,235,TE
4240581,"Ivory Kelly-Martin, Iowa, RB",Ivory Kelly-Martin,Iowa,Big Ten,2022,5,3,70,200,RB
4260320,"Andre Williams, Akron, WR",Andre Williams,Akron,Mid-American,2022,5,3,70,185,WR
4360649,"Dimitri Stanley, Colorado, WR",Dimitri Stanley,Colorado,Pac-12,2022,4,3,71,195,WR
4432702,"Thad Franklin, Miami, RB",Thad Franklin,Miami,ACC,2024,1,4,72,240,RB
4431397,"Logan Smothers, Nebraska, QB",Logan Smothers,Nebraska,Big Ten,2023,2,4,74,190,QB
4361575,"Jace Ruder, North Texas, QB",Jace Ruder,North Texas,Conference USA,2022,4,4,74,225,QB
4244772,"Darius Bracy, Central Michigan, RB",Darius Bracy,Central Michigan,Mid-American,2022,5,2,70,203,RB
4873637,"Cody Brown, Miami, RB",Cody Brown,Miami,ACC,2024,1,4,71,215,RB
4427164,"Mason Fairchild, Kansas, TE",Mason Fairchild,Kansas,Big 12,2022,3,3,77,250,TE
4433821,"John Gentry, Utah State, RB",John Gentry,Utah State,Mountain West,2023,2,3,70,195,RB
4689826,"Riley Tyson, Army, RB",Riley Tyson,Army,FBS Independents,2023,2,NA,74,260,RB
4426948,"Luke McCaffrey, Rice, QB",Luke McCaffrey,Rice,Conference USA,2022,3,4,74,200,QB
4426410,"Mycah Pittman, Oregon, WR",Mycah Pittman,Oregon,Pac-12,2022,3,4,71,200,WR
4430518,"Brannon Spector, Clemson, WR",Brannon Spector,Clemson,ACC,2022,3,3,73,195,WR
4249535,"Donny Navarro, Illinois, WR",Donny Navarro,Illinois,Big Ten,2022,4,NA,71,185,WR
4709392,"Anthony Tyus III, Northwestern, RB",Anthony Tyus III,Northwestern,Big Ten,2024,1,3,73,215,RB
4430802,"Darnell Washington, Georgia, TE",Darnell Washington,Georgia,SEC,2023,2,5,79,265,TE
4686104,"Johnny Wilson, Arizona State, WR",Johnny Wilson,Arizona State,Pac-12,2023,2,4,79,220,WR
4360057,"Charles McClelland, Cincinnati, RB",Charles McClelland,Cincinnati,American Athletic,2022,4,3,71,190,RB
4613087,"Jamaal Bell, Nevada, WR",Jamaal Bell,Nevada,Mountain West,2022,3,3,70,170,WR
4362137,"Elijah Jeffreys, Connecticut, WR",Elijah Jeffreys,Connecticut,American Athletic,2022,4,2,76,207,WR
4240850,"Lindell Stone, Virginia, QB",Lindell Stone,Virginia,ACC,2022,5,3,72,240,QB
4429773,"Loic Fouonji, Texas Tech, WR",Loic Fouonji,Texas Tech,Big 12,2023,2,4,76,205,WR
4037456,"Jovani Haskins, Rutgers, TE",Jovani Haskins,Rutgers,Big Ten,2022,6,3,77,251,TE
4361952,"Taj Harris, Syracuse, WR",Taj Harris,Syracuse,ACC,2022,4,3,74,172,WR
4429422,"Trey Cleveland, Texas Tech, WR",Trey Cleveland,Texas Tech,Big 12,2022,3,3,76,190,WR
4429466,"Drake Dabney, Baylor, TE",Drake Dabney,Baylor,Big 12,2023,2,3,76,240,TE
4428844,"Chandler Whitfield, Louisiana Monroe, WR",Chandler Whitfield,Louisiana Monroe,Sun Belt,2022,2,3,68,165,WR
4430984,"Detraveon Brown, North Texas, WR",Detraveon Brown,North Texas,Conference USA,2023,2,3,74,186,WR
4429012,"Kendall Milton, Georgia, RB",Kendall Milton,Georgia,SEC,2023,2,4,73,220,RB
4430903,"Dakota Thomas, Western Kentucky, WR",Dakota Thomas,Western Kentucky,Conference USA,2023,2,3,73,200,WR
4256049,"E.J. Scott, Colorado State, WR",E.J. Scott,Colorado State,Mountain West,2022,5,3,74,200,WR
4362785,"Amir Abdur-Rahman, Vanderbilt, WR",Amir Abdur-Rahman,Vanderbilt,SEC,2022,4,3,76,217,WR
4428025,"Kris Mitchell, Florida International, WR",Kris Mitchell,Florida International,Conference USA,2022,3,3,73,175,WR
504952,"Sterling Jackson, Hawai'i, RB",Sterling Jackson,Hawai'i,Mountain West,2022,4,NA,72,NA,RB
4362771,"Harry Ballard III, Nevada, WR",Harry Ballard III,Nevada,Mountain West,2024,1,NA,74,205,WR
4567784,"Jacolby George, Miami, WR",Jacolby George,Miami,ACC,2024,1,4,72,176,WR
4360980,"Kyle Dobbins, Temple, RB",Kyle Dobbins,Temple,American Athletic,2022,4,3,71,195,RB
4362484,"Bryson Jackson, North Texas, WR",Bryson Jackson,North Texas,Conference USA,2022,4,3,72,182,WR
4362033,"Calvin Brownholtz, UTEP, QB",Calvin Brownholtz,UTEP,Conference USA,2022,5,2,74,210,QB
4240819,"Kade Warner, Kansas State, WR",Kade Warner,Kansas State,Big 12,2022,4,NA,73,205,WR
4373730,"Jabari Laws, Army, QB",Jabari Laws,Army,FBS Independents,2022,5,2,69,185,QB
4240091,"Josh Johnson, Louisville, WR",Josh Johnson,Louisville,ACC,2022,5,3,71,187,WR
4429287,"Peny Boone, Maryland, RB",Peny Boone,Maryland,Big Ten,2023,2,4,73,245,RB
4430747,"Reese Smith, West Virginia, WR",Reese Smith,West Virginia,Big 12,2023,2,3,70,186,WR
4686343,"Braden Smith, Louisville, WR",Braden Smith,Louisville,ACC,2022,4,3,70,192,WR
4566700,"Brandon Niemenski, Connecticut, WR",Brandon Niemenski,Connecticut,American Athletic,2023,1,3,77,215,WR
4426687,"Johnathan Bennett, Liberty, QB",Johnathan Bennett,Liberty,FBS Independents,2022,3,3,72,225,QB
4433875,"Taye Mcwilliams, Baylor, RB",Taye Mcwilliams,Baylor,Big 12,2023,2,4,73,205,RB
4429093,"Quincy Brown, TCU, WR",Quincy Brown,TCU,Big 12,2024,1,NA,76,175,WR
4431339,"Evan Prater, Cincinnati, QB",Evan Prater,Cincinnati,American Athletic,2023,2,4,76,192,QB
4035818,"Theo Howard, Utah, WR",Theo Howard,Utah,Pac-12,2022,6,4,72,182,WR
4240473,"Jake Marwede, Duke, TE",Jake Marwede,Duke,ACC,2022,5,3,78,245,TE
4244075,"Isaac Vance, Kent State, RB",Isaac Vance,Kent State,Mid-American,2022,5,2,69,169,RB
4876006,"Zaire Mitchell-Paden, Florida Atlantic, TE",Zaire Mitchell-Paden,Florida Atlantic,Conference USA,2022,5,NA,77,267,TE
4432387,"Nate Mccollum, Georgia Tech, WR",Nate Mccollum,Georgia Tech,ACC,2023,2,3,71,185,WR
4431459,"Tyler Warren, Penn State, TE",Tyler Warren,Penn State,Big Ten,2023,2,3,78,244,TE
4038514,"Tahj Deans, East Carolina, WR",Tahj Deans,East Carolina,American Athletic,2022,6,3,74,184,WR
4258570,"Jordan Nettles, Northern Illinois, RB",Jordan Nettles,Northern Illinois,Mid-American,2022,5,3,69,187,RB
4710860,"Oran Singleton Jr., Akron, WR",Oran Singleton Jr.,Akron,Mid-American,2024,1,3,NA,NA,WR
4569024,"Jaylen Thomas, Colorado State, RB",Jaylen Thomas,Colorado State,Mountain West,2022,3,NA,71,215,RB
4431509,"Kaden Prather, West Virginia, WR",Kaden Prather,West Virginia,Big 12,2024,1,4,76,210,WR
4244834,"Gunnar Oakes, Eastern Michigan, TE",Gunnar Oakes,Eastern Michigan,Mid-American,2022,5,2,77,268,TE
4428699,"Messiah Travis, Northern Illinois, WR",Messiah Travis,Northern Illinois,Mid-American,2022,3,2,70,186,WR
4680023,"Brandon Epton Jr., SMU, RB",Brandon Epton Jr.,SMU,American Athletic,2024,1,3,72,180,RB
4696686,"Deuce Spann, Illinois, QB",Deuce Spann,Illinois,Big Ten,2023,2,3,76,195,QB
4040835,"Jake Molinich, Buffalo, TE",Jake Molinich,Buffalo,Mid-American,2022,6,NA,72,255,TE
4245196,"B.J. Daniels, UT San Antonio, RB",B.J. Daniels,UT San Antonio,Conference USA,2022,5,3,74,205,RB
4428167,"Justin Olson, North Carolina, WR",Justin Olson,North Carolina,ACC,2022,3,3,74,200,WR
4895117,"Jiya Wright, Louisiana Monroe, RB",Jiya Wright,Louisiana Monroe,Sun Belt,2024,1,NA,NA,NA,RB
4692518,"Brian Darby, Oklahoma, WR",Brian Darby,Oklahoma,Big 12,2023,2,3,72,204,WR
4570132,"Ryan Davis, UAB, WR",Ryan Davis,UAB,Conference USA,2022,3,NA,71,175,WR
4427709,"Keshawn King, Virginia Tech, RB",Keshawn King,Virginia Tech,ACC,2022,3,4,71,175,RB
4433880,"Jontavis Robertson, Duke, WR",Jontavis Robertson,Duke,ACC,2023,2,3,71,195,WR
4429184,"Elijhah Badger, Arizona State, WR",Elijhah Badger,Arizona State,Pac-12,2023,2,4,73,185,WR
4035106,"Dawson Downing, Missouri, RB",Dawson Downing,Missouri,SEC,2022,5,NA,71,221,RB
4374076,"Andrew Erickson, New Mexico, WR",Andrew Erickson,New Mexico,Mountain West,2022,3,NA,74,194,WR
4360215,"Joey Luchetti, Boston College, TE",Joey Luchetti,Boston College,ACC,2022,4,3,77,252,TE
4426530,"Kay'Ron Adams, UMass, RB",Kay'Ron Adams,UMass,FBS Independents,2022,3,3,70,205,RB
4239405,"Darius Pinnix Jr., East Carolina, RB",Darius Pinnix Jr.,East Carolina,American Athletic,2022,5,2,72,224,RB
4259270,"Cameron Dollar, Charlotte, WR",Cameron Dollar,Charlotte,Conference USA,2022,5,2,74,195,WR
4373744,"A.J. Howard, Army, RB",A.J. Howard,Army,FBS Independents,2022,4,NA,72,205,RB
4240391,"Tommy DeVito, Syracuse, QB",Tommy DeVito,Syracuse,ACC,2022,5,4,74,208,QB
4242209,"Jontre Kirklin, LSU, WR",Jontre Kirklin,LSU,SEC,2022,5,3,72,184,WR
4361736,"Joseph Scates, Iowa State, WR",Joseph Scates,Iowa State,Big 12,2022,4,4,74,200,WR
4602969,"Bryson Nesbit, North Carolina, TE",Bryson Nesbit,North Carolina,ACC,2024,1,4,78,245,TE
4243787,"De'Andre Johnson, Florida Atlantic, QB",De'Andre Johnson,Florida Atlantic,Conference USA,2022,7,3,74,205,QB
4427925,"Nolan Matthews, SMU, TE",Nolan Matthews,SMU,American Athletic,2022,3,3,76,260,TE
4240750,"Mohamed Ibrahim, Minnesota, RB",Mohamed Ibrahim,Minnesota,Big Ten,2022,5,3,70,210,RB
4259180,"John Lovett, Penn State, RB",John Lovett,Penn State,Big Ten,2022,5,3,72,212,RB
4243475,"Kris Leach, Kent State, TE",Kris Leach,Kent State,Mid-American,2022,5,2,78,248,TE
4685828,"Stevie Rocker, Arizona, RB",Stevie Rocker,Arizona,Pac-12,2024,1,3,72,192,RB
4567750,"Emeka Egbuka, Ohio State, WR",Emeka Egbuka,Ohio State,Big Ten,2024,1,5,73,203,WR
4683425,"Glynn Johnson Jr, New Mexico State, WR",Glynn Johnson Jr,New Mexico State,FBS Independents,2024,1,3,70,170,WR
4363098,"Johnny Lumpkin, Louisiana, TE",Johnny Lumpkin,Louisiana,Sun Belt,2022,6,2,78,260,TE
4040508,"Quadraiz Wadley, UTEP, RB",Quadraiz Wadley,UTEP,Conference USA,2022,6,3,72,220,RB
4240911,"Jacob Kibodi, Louisiana, RB",Jacob Kibodi,Louisiana,SEC,2022,5,3,74,220,RB
4686377,"Amauri Pesek-Hickson, Kansas, RB",Amauri Pesek-Hickson,Kansas,Big 12,2022,3,3,72,235,RB
517748,"Cole Hubble, UT San Antonio, TE",Cole Hubble,UT San Antonio,Conference USA,2022,4,NA,74,NA,TE
4259359,"Colin Wilson, Louisville, RB",Colin Wilson,Louisville,ACC,2022,5,4,73,231,RB
4361008,"Cole Fotheringham, Utah, TE",Cole Fotheringham,Utah,Pac-12,2022,6,3,76,245,TE
4688766,"Josh Sterns, Western Kentucky, WR",Josh Sterns,Western Kentucky,Conference USA,2024,1,NA,69,175,WR
4373813,"Spencer Webb, Oregon, TE",Spencer Webb,Oregon,Pac-12,2022,4,4,78,240,TE
4244783,"Drayton Law, Central Michigan, WR",Drayton Law,Central Michigan,Mid-American,2022,5,3,76,206,WR
4430723,"Jared Wiley, Texas, TE",Jared Wiley,Texas,Big 12,2022,3,3,79,255,TE
4566157,"Luke Floriea, Kent State, WR",Luke Floriea,Kent State,Mid-American,2023,2,3,70,168,WR
4608003,"Onuma Dieke, UMass, WR",Onuma Dieke,UMass,FBS Independents,2023,2,3,77,195,WR
4432555,"J.J. Sparkman, Texas Tech, WR",J.J. Sparkman,Texas Tech,Big 12,2023,2,3,76,215,WR
4433973,"Seven Mcgee, Oregon, RB",Seven Mcgee,Oregon,Pac-12,2024,1,4,69,NA,RB
4243170,"Maurice Bell, Colorado, WR",Maurice Bell,Colorado,Pac-12,2022,5,3,72,180,WR
4361095,"Richard Newton, Washington, RB",Richard Newton,Washington,Pac-12,2022,4,3,72,210,RB
4602702,"Jon-Luke Peaker, Old Dominion, RB",Jon-Luke Peaker,Old Dominion,Conference USA,2024,1,3,69,187,RB
4365477,"Brody Brumm, Liberty, WR",Brody Brumm,Liberty,FBS Independents,2022,4,NA,72,200,WR
4243162,"Tyler Lytle, UMass, QB",Tyler Lytle,UMass,FBS Independents,2022,5,3,77,220,QB
4241300,"Takulve Williams, Kansas, WR",Takulve Williams,Kansas,Big 12,2022,5,3,72,200,WR
4244877,"Jaeger Bull, Rice, TE",Jaeger Bull,Rice,Conference USA,2022,5,2,76,236,TE
4241002,"Daetrich Harrington, Appalachian State, RB",Daetrich Harrington,Appalachian State,Sun Belt,2022,5,3,72,190,RB
4241665,"Caleb Twyford, Texas State, WR",Caleb Twyford,Texas State,Sun Belt,2022,5,2,71,175,WR
4429505,"Kelvin Dean Jr., Florida Atlantic, RB",Kelvin Dean Jr.,Florida Atlantic,Conference USA,2022,3,3,72,195,RB
4241139,"Matt LaRoche, Georgia Southern, RB",Matt LaRoche,Georgia Southern,Sun Belt,2022,4,NA,69,185,RB
4241959,"C.J. Hayes, Michigan State, WR",C.J. Hayes,Michigan State,Big Ten,2022,5,3,74,200,WR
4589233,"Dylan Goffney, SMU, WR",Dylan Goffney,SMU,American Athletic,2024,1,3,73,195,WR
4259581,"Dalton Rigdon, Texas Tech, WR",Dalton Rigdon,Texas Tech,Big 12,2022,4,NA,71,170,WR
4686870,"George Qualls Jr., Akron, WR",George Qualls Jr.,Akron,Mid-American,2022,4,NA,74,185,WR
4595354,"Gabe Ervin, Nebraska, RB",Gabe Ervin,Nebraska,Big Ten,2024,1,3,73,190,RB
4692541,"Michael Cox, Missouri, RB",Michael Cox,Missouri,SEC,2023,2,NA,73,227,RB
4241222,"Charlie Brewer, Utah, QB",Charlie Brewer,Utah,Pac-12,2022,5,3,73,210,QB
4241414,"J.D. King, Georgia Southern, RB",J.D. King,Georgia Southern,Sun Belt,2022,5,3,71,215,RB
4432694,"JoJo Earle, Alabama, WR",JoJo Earle,Alabama,SEC,2024,1,4,NA,NA,WR
4372569,"Brady Schipper, Wisconsin, RB",Brady Schipper,Wisconsin,Big Ten,2022,3,NA,71,208,RB
4570183,"Marcus Phillips Jr., UNLV, WR",Marcus Phillips Jr.,UNLV,Mountain West,2022,3,NA,75,215,WR
4695641,"Jared Chisari, UMass, RB",Jared Chisari,UMass,FBS Independents,2023,2,NA,71,200,RB
4429105,"Arian Smith, Georgia, WR",Arian Smith,Georgia,SEC,2023,2,4,72,185,WR
4430800,"Julian Fleming, Ohio State, WR",Julian Fleming,Ohio State,Big Ten,2023,2,5,74,200,WR
4262162,"Nate Cox, Nevada, QB",Nate Cox,Nevada,Mountain West,2022,4,2,81,225,QB
4684281,"Jairus Mack, Charlotte, WR",Jairus Mack,Charlotte,Conference USA,2024,1,3,NA,NA,WR
4239964,"Isaiah Sanders, Stanford, QB",Isaiah Sanders,Stanford,Pac-12,2022,6,NA,74,226,QB
4360794,"Henry Pearson, Appalachian State, TE",Henry Pearson,Appalachian State,Sun Belt,2022,4,3,75,245,TE
4709672,"Ethan Payne, Marshall, RB",Ethan Payne,Marshall,Conference USA,2024,1,2,NA,NA,RB
4569181,"Kyle Maxwell, Louisiana Tech, WR",Kyle Maxwell,Louisiana Tech,Conference USA,2022,3,3,75,182,WR
4367189,"Delon Hurt, UCLA, WR",Delon Hurt,UCLA,Pac-12,2022,4,3,72,201,WR
4429742,"Darrell Harding Jr., Duke, WR",Darrell Harding Jr.,Duke,ACC,2022,3,3,76,225,WR
4695249,"Lavel Davis Jr., Virginia, WR",Lavel Davis Jr.,Virginia,ACC,2023,1,NA,NA,NA,WR
4039394,"Jay Griffin IV, New Mexico, WR",Jay Griffin IV,New Mexico,Mountain West,2022,6,3,70,163,WR
4373662,"Billy Bowens, Boise State, WR",Billy Bowens,Boise State,Mountain West,2022,4,3,73,208,WR
4360371,"Coran Taylor, Illinois, QB",Coran Taylor,Illinois,Big Ten,2022,4,3,74,200,QB
